33.950327,  -83.380366
Cole Madray
Stephanie Petros
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-6 22:17:18, 678.71, 17.87, 64.17, 0.00, 0.01
2015-11-6 22:27:19, 673.83, 17.38, 63.29, 0.01, 0.01
2015-11-6 22:37:20, 678.71, 17.87, 64.17, 0.01, 0.01
2015-11-6 22:47:21, 678.71, 17.87, 64.17, 0.04, 0.01
2015-11-6 22:57:22, 673.83, 17.38, 63.29, 0.00, 0.01
2015-11-6 23:07:23, 673.83, 17.38, 63.29, 0.00, 0.01
2015-11-6 23:17:24, 668.95, 16.89, 62.41, 0.00, 0.01
2015-11-6 23:27:25, 678.71, 17.87, 64.17, 0.03, 0.01
2015-11-6 23:37:26, 668.95, 16.89, 62.41, 0.00, 0.01
2015-11-6 23:47:27, 678.71, 17.87, 64.17, 0.00, 0.01
2015-11-6 23:57:27, 678.71, 17.87, 64.17, 0.00, 0.01
2015-11-7 0:07:28, 683.59, 18.36, 65.05, 0.00, 0.01
2015-11-7 0:17:29, 688.48, 18.85, 65.93, 0.00, 0.01
